2327648133,POINT(-111.9029962 40.7654511),La Jolla Groves
2327648134,POINT(-111.9031169 40.7659732),Tucano's Brazilian Grill
2327662142,POINT(-111.8892445 40.7682992),Johnny Rockets
2327662145,POINT(-111.8896093 40.7676044),The Cheesecake Factory
2327662149,POINT(-111.8887563 40.7686282),Taste of Red Iguana
2327662152,POINT(-111.9042327 40.7652256),Wing Nuts
2327662157,POINT(-111.9038733 40.7656542),Happy Sumo Sushi
2327662158,POINT(-111.9036399 40.768937),Flemming's Prime Steakhouse
2327662159,POINT(-111.903487 40.7656624),Rumbi's Island Grill
2327662162,POINT(-111.8889361 40.7686018),Mykonos
